POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
112,Virat Kohli,56,38,147.36,8,2,DC,Arun Jaitley Stadium,26 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
113,Dwaraka Ravi Teja,60,41,146.34,5,2,PBKS,HPCA Stadium,21 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
114,Mahela Jayawardena,76,52,146.15,8,2,PBKS,Holkar Cricket Stadium,13 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
115,Suresh Raina,19,13,146.15,1,2,KTK,Chidambaram,18 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
116,Naman Ojha,16,11,145.45,0,2,RCB,Arun Jaitley Stadium,26 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
117,Subramaniam Badrinath,63,44,143.18,6,2,PWI,DY Patil Stadium,27 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
118,Manoj Tiwary,30,21,142.85,2,2,DEC,Eden Gardens,11 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
119,Shikhar Dhawan,24,17,141.17,1,2,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
120,Robin Uthappa,31,22,140.9,2,2,CSK,DY Patil Stadium,27 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
121,Brendon McCullum,45,32,140.62,4,2,RCB,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
122,Shaun Marsh,42,30,140.0,5,2,KTK,Holkar Cricket Stadium,13 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
123,Paul Valthaty,14,10,140.0,0,2,DC,Arun Jaitley Stadium,23 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
124,Ross Taylor,35,25,140.0,2,2,KKR,Sawai Mansingh Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
125,Adam Gilchrist,51,37,137.83,6,2,DEC,HPCA Stadium,21 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
126,Mayank Agarwal,33,24,137.5,2,2,KTK,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
127,Davy Jacobs,22,16,137.5,2,2,RCB,M. Chinnaswamy Stadium,12 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
128,Dan Christian,26,19,136.84,1,2,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
129,Suresh Raina,34,25,136.0,1,2,PWI,DY Patil Stadium,27 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
130,Brendon McCullum,81,60,135.0,10,2,MI,Wankhede Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
131,Ross Taylor,47,35,134.28,4,2,PWI,Sawai Mansingh Stadium,01 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
132,Mahela Jayawardena,55,41,134.14,2,2,KKR,Jawaharlal Nehru Stadium,05 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
133,Kieron Pollard,28,21,133.33,2,2,PWI,DY Patil Stadium,04 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
134,Mayank Agarwal,41,31,132.25,4,2,MI,Chidambaram,27 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
135,Subramaniam Badrinath,54,41,131.7,3,2,KKR,Eden Gardens,07 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
136,Robin Uthappa,34,26,130.76,0,2,MI,DY Patil Stadium,04 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
137,Eoin Morgan,66,51,129.41,8,2,KTK,Jawaharlal Nehru Stadium,05 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
138,Irfan Pathan,44,34,129.41,3,2,CSK,Chidambaram,12 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
139,Yuvraj Singh,20,16,125.0,1,2,MI,DY Patil Stadium,04 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
140,VVS Laxman,36,29,124.13,2,2,RCB,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
141,Jacques Kallis,80,65,123.07,7,2,RR,Sawai Mansingh Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
142,Shane Watson,49,40,122.5,4,2,KTK,Sawai Mansingh Stadium,24 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
143,Brad Hodge,51,42,121.42,3,2,CSK,Chidambaram,18 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
144,Sunny Sohal,34,28,121.42,2,2,PWI,DY Patil Stadium,16 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
145,Andrew Symonds,31,26,119.23,1,2,CSK,Wankhede Stadium,22 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
146,Brendon McCullum,32,27,118.51,2,2,PBKS,Holkar Cricket Stadium,13 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
147,Shane Watson,34,29,117.24,3,2,RCB,Sawai Mansingh Stadium,11 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
148,Manish Pandey,49,42,116.66,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
149,Srikkanth Anirudha,64,55,116.36,6,2,KKR,Chidambaram,08 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
150,Tillakaratne Dilshan,59,52,113.46,4,2,MI,M. Chinnaswamy Stadium,12 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
1,Chris Gayle,128,62,206.45,7,13,DC,Arun Jaitley Stadium,17 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
2,Kevin Pietersen,103,64,160.93,6,9,DEC,Arun Jaitley Stadium,19 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
3,Chris Gayle,81,48,168.75,4,8,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
4,David Warner,109,54,201.85,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
5,Chris Gayle,68,35,194.28,2,6,CSK,Chidambaram,12 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
6,Chris Gayle,57,31,183.87,3,6,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
7,Chris Gayle,86,58,148.27,7,6,KKR,Eden Gardens,28 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
8,Chris Gayle,82,59,138.98,5,6,MI,Wankhede Stadium,09 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
9,AB de Villiers,59,23,256.52,3,5,RR,Sawai Mansingh Stadium,23 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
10,Dwayne Bravo,43,18,238.88,0,5,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
11,Owais Shah,60,26,230.76,5,5,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
12,JP Duminy,58,26,223.07,3,5,RR,Sawai Mansingh Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
13,Suresh Raina,73,38,192.1,3,5,KKR,Chidambaram,27 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
14,David Hussey,65,35,185.71,4,5,DEC,IS Bindra Stadium,13 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
15,Manvinder Bisla,89,48,185.41,8,5,CSK,Chidambaram,27 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
16,Gautam Gambhir,93,51,182.35,9,5,RCB,Eden Gardens,28 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
17,Rohit Sharma,109,60,181.66,12,5,KKR,Eden Gardens,12 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
18,Owais Shah,76,42,180.95,5,5,MI,Wankhede Stadium,11 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
19,Ajinkya Rahane,103,60,171.66,12,5,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
20,Shikhar Dhawan,84,49,171.42,9,5,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
21,Cameron White,78,46,169.56,6,5,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
22,Rohit Sharma,73,50,146.0,4,5,DEC,ACA-VDCA Stadium,09 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
23,JP Duminy,74,53,139.62,4,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
24,Naman Ojha,64,46,139.13,2,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
25,Mayank Agarwal,64,30,213.33,6,4,MI,M. Chinnaswamy Stadium,14 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
26,Murali Vijay,113,58,194.82,15,4,DC,Chidambaram,25 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
27,Kieron Pollard,64,33,193.93,6,4,RR,Wankhede Stadium,11 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
28,Virender Sehwag,73,39,187.17,8,4,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
29,Shane Watson,58,31,187.09,6,4,PWI,Sawai Mansingh Stadium,13 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
30,David Warner,79,44,179.54,10,4,PBKS,HPCA Stadium,19 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
31,Virender Sehwag,57,32,178.12,5,4,PWI,Arun Jaitley Stadium,21 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
32,Shane Watson,90,51,176.47,10,4,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
33,Shikhar Dhawan,41,24,170.83,2,4,MI,ACA-VDCA Stadium,09 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
34,David Hussey,68,40,170.0,4,4,MI,IS Bindra Stadium,25 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
35,Chris Gayle,71,42,169.04,6,4,PBKS,M. Chinnaswamy Stadium,02 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
36,Cameron White,74,45,164.44,4,4,PWI,Barabati Stadium,01 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
37,Faf du Plessis,39,25,156.0,1,4,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
38,Chris Gayle,87,56,155.35,8,4,PBKS,IS Bindra Stadium,20 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
39,David Hussey,45,29,155.17,2,4,RCB,M. Chinnaswamy Stadium,02 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
40,James Franklin,79,51,154.9,6,4,PBKS,Wankhede Stadium,22 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
41,Faf du Plessis,71,46,154.34,5,4,RCB,Chidambaram,12 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
42,Ambati Rayudu,81,54,150.0,6,4,RCB,M. Chinnaswamy Stadium,14 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
43,Jesse Ryder,86,58,148.27,7,4,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
44,Michael Hussey,56,39,143.58,4,4,KKR,Eden Gardens,14 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
45,Daniel Harris,47,41,114.63,2,4,RCB,M. Chinnaswamy Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
46,Albie Morkel,28,7,400.0,2,3,RCB,Chidambaram,12 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
47,AB de Villiers,47,17,276.47,5,3,DEC,M. Chinnaswamy Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
48,AB de Villiers,33,14,235.71,2,3,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
49,Irfan Pathan,42,20,210.0,2,3,KKR,Eden Gardens,05 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
50,Steve Smith,25,12,208.33,0,3,PBKS,Maharashtra Cricket Association's International Stadium,08 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
51,Andre Russell,31,15,206.66,1,3,RCB,Arun Jaitley Stadium,17 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
52,David Miller,34,17,200.0,1,3,MI,IS Bindra Stadium,25 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
53,Steve Smith,44,22,200.0,4,3,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
54,Steve Smith,26,13,200.0,0,3,DEC,Maharashtra Cricket Association's International Stadium,26 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
55,Kevin Pietersen,50,26,192.3,6,3,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
56,Cameron White,45,24,187.5,2,3,RCB,M. Chinnaswamy Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
57,Virender Sehwag,87,48,181.25,10,3,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
58,Mayank Agarwal,45,26,173.07,5,3,CSK,Chidambaram,12 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
59,Shaun Marsh,68,40,170.0,5,3,MI,Wankhede Stadium,22 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
60,Kieron Pollard,52,31,167.74,5,3,RCB,M. Chinnaswamy Stadium,14 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
61,Rohit Sharma,50,30,166.66,3,3,PBKS,IS Bindra Stadium,25 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
62,Ravindra Jadeja,48,29,165.51,3,3,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
63,Mayank Agarwal,34,21,161.9,3,3,RR,M. Chinnaswamy Stadium,15 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
64,Ambati Rayudu,62,39,158.97,5,3,DC,Arun Jaitley Stadium,27 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
65,Manvinder Bisla,46,29,158.62,2,3,RCB,M. Chinnaswamy Stadium,10 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
66,Mandeep Singh,75,48,156.25,8,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
67,Jacques Kallis,41,27,151.85,1,3,RCB,Eden Gardens,28 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
68,Dwayne Smith,87,58,150.0,10,3,RR,Sawai Mansingh Stadium,20 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
69,Ambati Rayudu,47,32,146.87,1,3,RR,Wankhede Stadium,11 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
70,Gautam Gambhir,62,43,144.18,6,3,CSK,Eden Gardens,14 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
71,Manish Pandey,80,56,142.85,7,3,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
72,Richard Levi,50,35,142.85,6,3,CSK,Chidambaram,04 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
73,Shikhar Dhawan,71,50,142.0,4,3,PBKS,IS Bindra Stadium,13 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
74,Murali Vijay,41,29,141.37,4,3,MI,Wankhede Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
75,Kevin Pietersen,32,23,139.13,1,3,PWI,Arun Jaitley Stadium,21 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
76,Kieron Pollard,24,18,133.33,0,3,DEC,ACA-VDCA Stadium,09 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
77,Jacques Kallis,79,60,131.66,7,3,MI,Eden Gardens,12 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
78,Angelo Mathews,35,27,129.62,0,3,KKR,Eden Gardens,05 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
79,Owais Shah,52,43,120.93,4,3,CSK,Chidambaram,21 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
80,Dwayne Bravo,48,43,111.62,2,3,PBKS,HPCA Stadium,17 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
81,Srikkanth Anirudha,18,6,300.0,1,2,RR,Sawai Mansingh Stadium,10 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
82,Harbhajan Singh,18,6,300.0,1,2,RR,Wankhede Stadium,11 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
83,Albie Morkel,18,6,300.0,1,2,RR,Sawai Mansingh Stadium,10 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
84,Mayank Agarwal,18,6,300.0,1,2,DEC,M. Chinnaswamy Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
85,Dwayne Bravo,33,12,275.0,3,2,DC,Chidambaram,25 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
86,Chris Gayle,27,10,270.0,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
87,Dwayne Smith,24,9,266.66,2,2,CSK,Wankhede Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
88,Steve Smith,34,13,261.53,4,2,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
89,MS Dhoni,51,20,255.0,6,2,MI,M. Chinnaswamy Stadium,23 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
90,Dan Christian,24,10,240.0,1,2,PBKS,IS Bindra Stadium,13 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
91,Azhar Mahmood,33,14,235.71,3,2,RCB,IS Bindra Stadium,20 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
92,Dwayne Bravo,33,14,235.71,3,2,MI,M. Chinnaswamy Stadium,23 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
93,Kevon Cooper,14,6,233.33,0,2,MI,Wankhede Stadium,11 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
94,MS Dhoni,23,10,230.0,1,2,DC,Chidambaram,25 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
95,Brad Hodge,48,21,228.57,6,2,DEC,Sawai Mansingh Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
96,Brett Lee,25,11,227.27,2,2,RR,Sawai Mansingh Stadium,08 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
97,Ross Taylor,15,7,214.28,0,2,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
98,Shane Watson,36,17,211.76,4,2,PBKS,IS Bindra Stadium,05 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
99,Ross Taylor,55,26,211.53,7,2,RCB,Arun Jaitley Stadium,17 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
100,Debabrata Das,18,9,200.0,0,2,DC,Eden Gardens,05 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
101,Gautam Gambhir,32,16,200.0,3,2,DC,Maharashtra Cricket Association's International Stadium,22 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
102,Ambati Rayudu,34,17,200.0,2,2,PBKS,IS Bindra Stadium,25 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
103,Bipul Sharma,35,18,194.44,3,2,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
104,Yusuf Pathan,40,21,190.47,3,2,DC,Maharashtra Cricket Association's International Stadium,22 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
105,Ankit Sharma,15,8,187.5,0,2,CSK,ACA-VDCA Stadium,07 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
106,Stuart Binny,30,17,176.47,3,2,MI,Sawai Mansingh Stadium,20 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
107,Steve Smith,47,27,174.07,3,2,DEC,Barabati Stadium,01 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
108,Dwayne Smith,38,22,172.72,5,2,CSK,M. Chinnaswamy Stadium,23 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
109,Ross Taylor,24,14,171.42,1,2,CSK,Chidambaram,25 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
110,Suresh Raina,36,21,171.42,3,2,MI,Wankhede Stadium,06 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
111,MS Dhoni,41,24,170.83,1,2,RCB,Chidambaram,12 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
112,Marlon Samuels,34,20,170.0,1,2,RCB,M. Chinnaswamy Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
113,Ravindra Jadeja,44,26,169.23,4,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
114,Kevin Pietersen,43,26,165.38,3,2,CSK,Arun Jaitley Stadium,10 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
115,Cameron White,65,40,162.5,7,2,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
116,Virender Sehwag,63,39,161.53,8,2,RR,Arun Jaitley Stadium,29 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
117,Kieron Pollard,21,13,161.53,0,2,RCB,Wankhede Stadium,09 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
118,Andrew McDonald,30,19,157.89,4,2,DC,M. Chinnaswamy Stadium,07 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
119,Kumar Sangakkara,82,52,157.69,10,2,PWI,Barabati Stadium,01 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
120,Mithun Manhas,22,14,157.14,0,2,DEC,Maharashtra Cricket Association's International Stadium,26 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
121,Saurabh Tiwary,36,23,156.52,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
122,Brad Hodge,36,23,156.52,2,2,PBKS,IS Bindra Stadium,05 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
123,Gautam Gambhir,56,36,155.55,4,2,PWI,Eden Gardens,05 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
124,Robin Uthappa,69,45,153.33,9,2,RCB,M. Chinnaswamy Stadium,17 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
125,Laxmi Ratan Shukla,26,17,152.94,1,2,DC,Eden Gardens,05 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
126,AB de Villiers,64,42,152.38,6,2,DC,M. Chinnaswamy Stadium,07 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
127,Brad Hodge,44,29,151.72,3,2,KKR,Sawai Mansingh Stadium,08 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
128,Anustup Majumdar,30,20,150.0,1,2,RR,Maharashtra Cricket Association's International Stadium,08 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
129,Azhar Mahmood,18,12,150.0,0,2,CSK,Chidambaram,28 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
130,Cameron White,77,53,145.28,9,2,CSK,Chidambaram,04 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
131,Faf du Plessis,29,20,145.0,3,2,PBKS,Chidambaram,28 April 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
132,Mahela Jayawardena,55,38,144.73,4,2,CSK,Chidambaram,25 May 2012,2012,Most Sixes Innings,Most Sixes Innings - 2012.csv
